# Name, RA, Dec, N_exp, SNR, Teff, logg, [M/H]
HD45289,96.10297,-42.84755,101.0,1638.76482144,6118.0,4.41,-0.0
HD95521,165.20997,-49.02112,25.0,798.014247993,0.0,0.0,0.0
Gl832,323.39372,-49.01135,59.0,531.683599521,0.0,0.0,0.0
HIP6097,19.56852,-12.90186,15.0,57.3625313249,0.0,0.0,0.0
HD51754,104.66003,-0.48119,55.0,590.610675488,0.0,0.0,0.0
BD-130116,10.35053,-13.17234,13.0,104.746694459,4615.0,4.33,-0.49
HD25673,61.08644,-4.65531,23.0,299.66860029,0.0,0.0,0.0
Gl300,123.17141,-21.55322,39.0,89.0186497314,0.0,0.0,0.0
HD40105,88.54867,-50.3636,54.0,1327.9536626,0.0,0.0,0.0
HD199604,314.77058,-25.38258,47.0,623.20262355,0.0,0.0,0.0
BD-150869,72.38622,-14.78971,9.0,83.754104377,0.0,0.0,0.0
HD67,1.37197,-61.22514,26.0,191.315864475,5746.0,4.56,0.03
HD7449,18.6229,-5.04716,131.0,1749.00058319,0.0,0.0,0.0
BD-131161,82.2022,-13.54269,7.0,101.081402839,5389.0,4.37,0.09
HD224817,0.24412,-11.8251,125.0,1059.0428556,0.0,0.0,0.0
HD14747,34.89536,-67.69874,23.0,543.125280207,0.0,0.0,0.0
HD87521,151.14259,-39.31712,3.0,109.016741834,0.0,0.0,0.0
HD20852,50.18648,-26.28946,14.0,343.609007449,6813.0,4.76,-0.35
No-Name,76.24559,-49.57854,42.0,1614.41252473,0.0,0.0,0.0
HD24990A,59.02396,-47.7736,1.0,50.6,0.0,0.0,0.0
HD220507,351.17747,-52.70164,135.0,1737.85112999,5962.0,4.4,0.26
HD16280,39.00544,-27.17785,58.0,280.834096933,4754.0,4.39,-0.19
HD219249,348.79273,-56.72868,21.0,597.501472802,0.0,0.0,0.0
HD96423,166.58337,-44.37484,77.0,1474.34729966,5774.0,4.06,0.03
BD-060904,66.51049,-6.18127,6.0,89.9968888351,5066.0,4.46,-0.17
HD69611,124.3716,-3.99016,37.0,637.543535768,0.0,0.0,0.0
HD63765,116.95833,-54.26487,52.0,897.857132288,0.0,0.0,0.0
HD11397,27.92048,-16.31823,69.0,656.062207416,5565.0,4.5,-0.55
HD17865,42.67297,-44.08239,54.0,792.083953884,0.0,0.0,0.0
HD2638,7.49967,-5.76536,49.0,366.741830175,0.0,0.0,0.0
HIP19333,62.15481,-59.52724,17.0,124.738967448,0.0,0.0,0.0
HD16536,39.74547,-2.5866,3.0,86.5173970945,5282.0,4.39,-0.08
HIP28754,91.08788,-55.31255,22.0,66.1557253758,0.0,0.0,0.0
HIP31293,98.43224,-75.63054,27.0,104.781868661,0.0,0.0,0.0
LHS1134,10.85903,-41.29554,6.0,16.8014880293,0.0,0.0,0.0
HD218572,347.59737,-68.83846,6.0,221.704736079,0.0,0.0,0.0
HD68978A,123.39455,-31.738,165.0,2385.41018066,5862.0,4.02,0.17
BD-092670,132.49215,-9.79723,3.0,47.6845887054,4806.0,4.46,-0.08
HD7279,18.19295,-25.23742,11.0,110.489320751,0.0,0.0,0.0
HD750,2.90514,-57.47232,18.0,289.148214589,0.0,0.0,0.0
Gl357,144.00712,-21.66282,53.0,173.935792751,0.0,0.0,0.0
HD43717,94.22177,-18.60663,25.0,117.283715835,0.0,0.0,0.0
HD24331,57.64975,-42.56708,12.0,309.655954246,0.0,0.0,0.0
BD-202665A,131.17173,-21.43063,1.0,20.8,0.0,0.0,0.0
HD15906,38.27152,-10.35154,17.0,156.146821934,4884.0,4.49,-0.01
HD9578,23.32228,-38.24423,47.0,371.119360853,6055.0,4.52,0.11
HIP36347,112.21513,-24.14378,4.0,57.8409024826,4719.0,4.38,-0.05
HD1686,5.08517,-77.22295,4.0,104.670482945,0.0,0.0,0.0
HD50806,103.39241,-28.53933,80.0,1907.78680937,6064.0,4.33,0.09
HD197083,310.61599,-33.32925,45.0,465.458719974,0.0,0.0,0.0
HD63754,117.43898,-20.20859,8.0,225.808724366,6200.0,4.21,0.21
HD34751A,79.6965,-21.39306,2.0,38.360396244,0.0,0.0,0.0
Gl273,111.85246,5.22063,284.0,588.775806228,0.0,0.0,0.0
BD-130718,55.77538,-12.89402,6.0,69.290836335,0.0,0.0,0.0
HD208,1.7277,-3.62599,38.0,552.465790796,5914.0,4.47,-0.31
LHS1723,75.48961,-6.94791,157.0,322.14287203,0.0,0.0,0.0
HD11683,28.59192,-15.72747,1.0,43.7,0.0,0.0,0.0
GJ1057,48.34795,4.7738,9.0,10.2376755174,0.0,0.0,0.0
HD205536,325.13801,-74.07349,36.0,999.439217762,6037.0,4.34,0.07
HD49855,100.9477,-71.97627,17.0,302.400198413,0.0,0.0,0.0
HD204587,322.51394,-12.50947,4.0,80.7175941168,4494.0,4.69,-0.21
HD26965A,63.81569,-7.65597,200.0,3891.4420746,5816.0,4.37,-0.06
LHS3746,330.62399,-37.0836,5.0,31.9388478189,0.0,0.0,0.0
HD13724,33.08732,-46.81853,28.0,703.997208801,0.0,0.0,0.0
HD34253,78.61633,-36.17174,7.0,96.2645313706,0.0,0.0,0.0
HD2071,6.18177,-53.98447,83.0,1462.46807828,5693.0,4.46,-0.09
HD25704,60.44127,-57.20626,22.0,398.237592399,0.0,0.0,0.0
HIP26542,84.67011,-38.3587,7.0,140.370723443,0.0,0.0,0.0
HD21759,52.48641,-19.61976,5.0,88.0006818155,5142.0,4.49,-0.61
HD224393,359.40202,-65.77518,25.0,470.864757653,0.0,0.0,0.0
HD88084,152.28495,-15.49531,24.0,730.116161991,0.0,0.0,0.0
HD29985,70.52193,-33.91882,6.0,89.8040088192,4678.0,4.39,-0.22
HIP8224A,26.50124,-80.30062,14.0,100.345951587,0.0,0.0,0.0
HD211038,333.66077,-15.81883,159.0,2158.9227939,6067.0,4.34,0.01
HD29980,70.81947,-9.61703,1.0,34.0,6019.0,4.71,0.12
HD209742,331.69511,-45.39472,26.0,514.032946415,0.0,0.0,0.0
HD82516,142.74816,-47.38595,97.0,999.125302452,0.0,0.0,0.0
HD78538,137.19705,-5.11598,9.0,311.946790335,0.0,0.0,0.0
LTT9759,358.47738,-75.63259,11.0,92.3981601548,0.0,0.0,0.0
hd101131,174.45397,-63.32359,5.0,283.231107049,0.0,0.0,0.0
HD60700A,113.80242,-17.54872,1.0,74.3,0.0,0.0,0.0
HD290327,80.83996,-2.27746,55.0,1519.21604784,5505.0,4.41,-0.14
HD16905,40.01635,-61.35369,38.0,217.723218789,4867.0,4.35,0.15
HD212563,336.41779,-24.73196,2.0,77.1567236215,0.0,0.0,0.0
HD34688,79.67968,-14.01797,22.0,369.634846842,0.0,0.0,0.0
HD10002,24.28746,-29.39484,22.0,500.338025739,5657.0,4.48,-0.0
HD75881,133.08605,-12.80927,7.0,225.728775303,6239.0,4.44,0.07
Gl849,332.41834,-4.64338,48.0,220.574341209,0.0,0.0,0.0
HIP14593A,47.1079,-24.16833,4.0,66.8436982819,0.0,0.0,0.0
HD206998,326.93691,-55.65488,71.0,649.09044054,0.0,0.0,0.0
HD37986,85.47412,-15.63104,30.0,862.854489471,0.0,0.0,0.0
HD11226,27.56537,-6.70506,44.0,1186.81309396,5173.0,4.62,-0.16
HD68284,122.95572,4.27435,67.0,874.337429143,0.0,0.0,0.0
GJ1001,1.15369,-40.73803,28.0,40.3874980656,0.0,0.0,0.0
HD65562,119.71728,-13.31573,28.0,472.120143608,0.0,0.0,0.0
HD34327,78.36866,-55.569,9.0,202.300296589,5883.0,4.2,-0.06
HD207700,328.69845,-73.43917,26.0,619.039118312,5788.0,4.49,0.31
HD7134,17.88608,-12.8428,24.0,793.452430836,0.0,0.0,0.0
HD30177,70.47711,-58.02046,42.0,554.219424055,5601.0,4.34,0.37
HIP38594,118.54656,-25.30228,17.0,121.202929008,0.0,0.0,0.0
HIP12961,41.67945,-23.08788,48.0,226.806415253,0.0,0.0,0.0
HD11608,28.38194,-21.25322,19.0,181.257717077,4959.0,4.32,0.22
HD21209A,50.82562,-49.99144,51.0,557.898476427,0.0,0.0,0.0
HD220256,350.59917,-0.41538,26.0,503.595045647,0.0,0.0,0.0
BD-090872,65.06124,-9.03723,2.0,45.1774279923,4660.0,4.35,-0.19
HD207699,328.01594,-45.0084,8.0,100.149737893,4874.0,4.36,-0.12
HD189567,301.39615,-67.3212,515.0,4090.41940637,5674.0,4.35,0.02
HD8828,21.75691,-0.15854,61.0,944.972486372,0.0,0.0,0.0
HD224619,359.86987,-20.03466,29.0,827.118739964,0.0,0.0,0.0
HIP9749,31.35062,-28.06901,14.0,98.0412158227,0.0,0.0,0.0
HD45977,97.53123,-11.80991,19.0,161.467767681,4689.0,4.3,0.03
HD30278,70.80681,-54.59369,29.0,703.821539881,0.0,0.0,0.0
HD70889,125.88171,-27.82219,22.0,926.635440721,5361.0,4.46,-0.08
HD224347,359.29331,-5.46116,9.0,257.130764398,0.0,0.0,0.0
HD223282,357.08961,-27.89675,50.0,940.15863555,0.0,0.0,0.0
HIP948,2.92611,-39.22924,22.0,173.785730139,0.0,0.0,0.0
HD28185,66.61136,-10.55127,12.0,477.384258224,0.0,0.0,0.0
HD38510,86.28897,-26.99186,29.0,456.92113105,0.0,0.0,0.0
Gl205,82.86582,-3.68062,88.0,830.774108889,nan,nan,nan
Gl880,344.14249,16.55141,126.0,663.040232565,5034.0,3.76,-0.63
HD15279,36.47043,-52.96455,1.0,19.6,0.0,0.0,0.0
HD203897,321.48495,-31.18121,14.0,123.416287418,5184.0,4.42,-0.18
Gl1,1.36001,-37.36237,48.0,489.216373397,0.0,0.0,0.0
HD213628,338.37851,-35.44839,45.0,829.17691719,5555.0,4.49,0.2
HD94151,162.91231,-22.07228,26.0,720.946565288,0.0,0.0,0.0
HD3964,10.54018,-3.05697,36.0,298.591828421,5729.0,4.5,0.05
CD-571633,106.61872,-57.45749,7.0,170.759860623,0.0,0.0,0.0
HD6348,16.11222,-2.36661,21.0,313.341459114,0.0,0.0,0.0
HD14635,35.43408,-6.8812,2.0,93.3606448135,0.0,0.0,0.0
HD8394A,20.49245,-57.97574,14.0,315.039965719,0.0,0.0,0.0
HIP22059,71.17537,-37.12174,11.0,202.502765413,0.0,0.0,0.0
Gl12,3.95379,13.55492,7.0,18.7344602271,0.0,0.0,0.0
HD1388,4.4956,-13.45554,152.0,2406.77640216,5952.0,4.42,-0.04
HD218249,346.63559,-0.19698,23.0,291.717328933,0.0,0.0,0.0
HD11938,28.95631,-52.8415,29.0,164.825271121,4703.0,4.25,0.01
HD8930,21.98021,-1.99345,4.0,63.4527383176,5687.0,4.52,-0.23
HIP108020,328.27122,-64.2176,5.0,58.7666572131,0.0,0.0,0.0
HD26413A,62.14389,-45.86641,1.0,88.7,0.0,0.0,0.0
HD193901,305.90129,-21.37206,26.0,330.605928561,5932.0,4.45,0.02
HD9608,23.31844,-47.3051,5.0,90.2192329828,5954.0,4.43,-0.26
BD-126174,331.46335,-11.91484,33.0,191.447721324,0.0,0.0,0.0
HIP108930,331.03969,-69.92524,17.0,73.8382692105,0.0,0.0,0.0
HD13808,33.1825,-53.74442,250.0,1554.01322388,0.0,0.0,0.0
HD86140,148.64526,-58.72994,43.0,468.752066662,0.0,0.0,0.0
HD223854,358.27954,2.33016,24.0,476.525959419,0.0,0.0,0.0
HD47186,99.03556,-27.62313,162.0,1888.60984854,0.0,0.0,0.0
HD28701,66.44343,-69.99401,24.0,617.316652942,0.0,0.0,0.0
HD7495,18.72629,-15.82073,1.0,54.6,0.0,0.0,0.0
HD197536,311.15537,-10.49481,28.0,486.172047736,0.0,0.0,0.0
HD213575,338.14228,-6.46707,24.0,794.02145437,5760.0,4.47,0.18
Gl393,157.23125,0.83987,159.0,516.930807749,0.0,0.0,0.0
HD82342,142.6174,-32.10332,68.0,804.655746267,0.0,0.0,0.0
HD20868,50.17977,-33.72974,51.0,254.848759071,4802.0,4.26,0.05
HD195564,308.09857,-9.85377,71.0,2079.48090638,5140.0,4.6,-0.09
CD-452997,107.86936,-46.19908,6.0,70.8931590494,0.0,0.0,0.0
HD13183,31.82987,-53.19849,5.0,158.144870293,0.0,0.0,0.0
HD222422,355.15925,-18.98854,7.0,388.606266033,0.0,0.0,0.0
HD15612,37.37694,-41.3644,44.0,248.869845502,5256.0,4.49,-0.11
HD8912,21.86301,-25.93947,7.0,171.18305991,0.0,0.0,0.0
HD38355,85.61746,-50.47439,10.0,130.987823862,5314.0,4.35,0.09
HD222237,354.9061,-72.72299,54.0,1085.38710145,5900.0,4.35,0.06
HD8038,19.87088,-24.95378,16.0,188.523022467,5694.0,4.45,0.15
HD36003,82.10927,-3.50136,287.0,1737.41271435,0.0,0.0,0.0
BD-160931,70.9023,-15.80473,6.0,88.629791831,4840.0,4.38,-0.11
HD68089,122.26829,-42.075,7.0,142.548658359,0.0,0.0,0.0
HD3808,10.12754,-27.27618,11.0,130.449032193,5572.0,4.46,-0.17
HD14680,35.35198,-30.93345,3.0,126.112013702,0.0,0.0,0.0
HD8985,22.03081,-28.05542,5.0,123.134195088,6473.0,4.96,-0.01
HD16784,40.16289,-30.13516,3.0,184.749912043,0.0,0.0,0.0
Gl213,85.54109,12.48631,107.0,136.253917375,0.0,0.0,0.0
HD4021,10.65024,-16.70344,11.0,137.703086385,5831.0,4.71,0.02
HD36051,81.67805,-45.04905,15.0,229.877641366,6118.0,4.63,-0.08
HD24558,57.63358,-64.06849,27.0,168.786966321,5274.0,4.4,-0.47
HD212708,336.8531,-49.36642,53.0,777.182861365,6028.0,4.12,-0.1
HD1620A,5.07912,-32.76922,1.0,27.6,0.0,0.0,0.0
HD180409,289.21625,-10.97388,20.0,813.257523789,0.0,0.0,0.0
HD211534,334.62413,-39.13719,5.0,84.0430246957,5032.0,4.43,-0.31
BD-100047,4.77399,-9.96606,7.0,213.96523082,0.0,0.0,0.0
HD14744,35.40808,-34.83739,6.0,133.187086461,0.0,0.0,0.0
HD17970,43.08145,-33.45023,42.0,745.95214994,0.0,0.0,0.0
HD216770,343.97501,-26.65832,30.0,686.75665268,0.0,0.0,0.0
HD215152,340.83679,-6.40413,291.0,1892.69967771,0.0,0.0,0.0
HD8406,20.75277,-16.48775,21.0,572.148232541,0.0,0.0,0.0
HD209566,331.27444,-35.18192,13.0,142.115410846,5500.0,4.38,0.12
HD2014,6.0921,-24.84957,5.0,86.3478430535,5054.0,4.37,-0.07
HIP9603,30.87714,-4.91211,30.0,126.0695443,0.0,0.0,0.0
HD4628,12.09668,5.2767,167.0,1702.07996287,4944.0,4.51,-0.19
HD49933,102.71051,-0.54244,1236.0,4350.75993822,6657.0,4.1,-0.4
HD160691,266.03827,-51.83459,1601.0,6509.17107088,5249.0,3.79,-0.15
Zeta-Gem,106.02722,20.56831,44.0,1524.15700635,0.0,0.0,0.0
HIP43310,132.34636,-32.38493,28.0,267.608949776,0.0,0.0,0.0
HD160346,264.82419,3.55417,102.0,1192.65492914,0.0,0.0,0.0
Y-Sgr,275.34504,-18.85953,18.0,774.737394218,0.0,0.0,0.0
HD199260,314.19447,-26.29357,51.0,1571.09568136,0.0,0.0,0.0
HD76632,134.36726,4.43046,2.0,56.4415626998,0.0,0.0,0.0
HD102117,176.21068,-58.70314,68.0,1262.762935,5502.0,4.58,0.24
V642-Tau,56.64684,24.3402,23.0,88.2987542381,0.0,0.0,0.0
HD94964,163.83192,-75.19234,12.0,145.143377389,6139.0,4.55,-0.07
HD118679,204.77923,-39.66468,6.0,74.2928664139,0.0,0.0,0.0
CD-71-1234,241.93812,-71.34971,23.0,190.218453363,0.0,0.0,0.0
HD32147,75.21154,-5.75364,117.0,1428.71717985,5879.0,4.39,-0.16
HD135625,229.44413,-45.92421,47.0,484.527635951,6003.0,4.32,0.12
HD77058,134.73865,-34.00673,11.0,128.866714089,0.0,0.0,0.0
HD96700,166.97634,-30.17712,372.0,3771.92046178,5918.0,4.12,0.02
HD174545,283.48655,-54.90568,25.0,474.94057523,0.0,0.0,0.0
HD209625,331.1939,-0.90469,1762.0,8733.75684857,0.0,0.0,0.0
HD29263,68.941,-21.34204,4.0,120.673733679,5780.0,4.35,0.03
BF Hyi,60.99851,-74.45993,4.0,38.3789004532,0.0,0.0,0.0
HD104067,179.79114,-20.35329,89.0,1250.77983674,6049.0,4.39,-0.11
HD10700,26.01216,-15.93327,1116.0,10462.6531535,5328.0,4.38,-0.47
HD196050,309.45754,-60.63436,53.0,1227.34065768,5194.0,4.57,-0.01
HD26913,63.86529,6.18778,62.0,1019.55981678,0.0,0.0,0.0
HD216803,344.09873,-31.56468,193.0,1250.00968796,0.0,0.0,0.0
HIP18180,58.33361,-37.06935,19.0,64.9537527784,0.0,0.0,0.0
HD93836,162.35628,-36.26548,4.0,79.3525046864,0.0,0.0,0.0
GSC8047-0232,28.06015,-52.32637,4.0,81.4570438943,0.0,0.0,0.0
HIP53559,164.34883,-33.48431,12.0,143.225835658,0.0,0.0,0.0
HD169830,276.95338,-29.81918,86.0,1529.02055905,6047.0,4.09,0.21
BD-173088,153.03359,-18.61821,5.0,71.0574415526,0.0,0.0,0.0
HD-32887,76.3637,-22.37293,3.0,929.152829194,0.0,0.0,0.0
L-Car,146.31932,-62.50914,88.0,2483.67925465,0.0,0.0,0.0
HD78964B,136.98869,-64.03659,10.0,139.666388226,5195.0,4.5,0.1
HIP45096,137.7956,-55.03286,32.0,201.397045659,0.0,0.0,0.0
8 LIB,222.67385,-15.9993,32.0,834.634944152,0.0,0.0,0.0
Gl680,263.80024,-48.68271,39.0,212.861527759,0.0,0.0,0.0
HD145598,243.53565,-50.78309,41.0,608.491972009,0.0,0.0,0.0
CPD-71102B,30.98105,-71.25687,2.0,36.4138709835,0.0,0.0,0.0
HD23079,54.9278,-52.9169,29.0,965.024642172,5027.0,3.65,-0.19
HD-82943,143.71057,-12.13061,156.0,2300.31385033,5882.0,4.1,0.02
HD44804,95.48778,-40.88093,33.0,226.795260092,5366.0,4.48,0.03
HD157830,261.83579,-38.05772,67.0,1074.92944885,0.0,0.0,0.0
HD27036,62.57974,-71.34257,3.0,62.6147746143,0.0,0.0,0.0
HD16548,39.75119,-8.92733,19.0,337.096514369,5690.0,3.96,0.15
HD104760A,180.94473,-44.1238,8.0,140.602560432,5953.0,4.43,0.12
HD273832,78.20262,-48.52754,7.0,97.6650398044,0.0,0.0,0.0
HD168159,274.66615,-6.69679,2.0,113.066219535,0.0,0.0,0.0
HR370,18.7982,-45.5313,15.0,818.665316231,6153.0,4.07,-0.07
BD--4-3208,181.81214,-5.73404,13.0,176.463338969,0.0,0.0,0.0
HIP12147,39.15097,-74.10888,9.0,94.0757673368,5050.0,4.5,-0.32
HD6569,16.60706,-14.29554,25.0,240.384962092,0.0,0.0,0.0
HD188559,299.63888,-54.93675,33.0,482.451479426,0.0,0.0,0.0
HD81767,141.78797,-16.66201,37.0,226.448183919,4978.0,4.46,0.05
HD181296,290.71273,-54.4235,81.0,1894.30948897,0.0,0.0,0.0
HD148816,247.61756,4.17685,28.0,824.983842266,0.0,0.0,0.0
HD36869,83.53633,-15.28254,7.0,228.83869865,0.0,0.0,0.0
HD134987,228.37241,-25.3101,127.0,1708.44161153,6254.0,4.5,0.03
BD-112763,149.19309,-12.27065,7.0,106.306914168,4911.0,4.44,-0.26
HD146233,243.90276,-8.37529,1219.0,4912.08743204,5823.0,4.36,-0.14
HD210302,332.53462,-32.54887,879.0,6356.78130739,5974.0,4.47,-0.01
HIP7743,24.91846,-46.50774,6.0,94.4543805231,4692.0,4.39,-0.17
HD191797,303.45092,-47.61797,37.0,248.992309118,5061.0,4.5,-0.06
HD38666,86.49816,-32.30598,49.0,1443.50370973,0.0,0.0,0.0
HD119638,206.18238,-14.22962,28.0,1144.12209139,0.0,0.0,0.0
HD205289,323.71191,-20.08387,28.0,1344.93930718,0.0,0.0,0.0
HD19819,47.09913,-60.17161,20.0,152.266411267,0.0,0.0,0.0
HD208000,328.57073,-39.94151,7.0,141.883438075,0.0,0.0,0.0
HD98356,169.66614,-10.12689,8.0,278.699874417,0.0,0.0,0.0
HD125072,214.76722,-59.38022,79.0,1496.93415353,5276.0,3.8,-0.44
HD10278,25.09197,-10.44424,18.0,297.017272225,0.0,0.0,0.0
HD197823,311.81849,-35.15418,23.0,569.453281666,0.0,0.0,0.0
HD107094,184.73547,-45.88218,85.0,585.438673133,5564.0,4.54,-0.51
HD-101065,174.40932,-46.71021,47.0,745.362656698,0.0,0.0,0.0
HR6416,259.76712,-46.63563,82.0,1550.60258287,5698.0,4.03,-0.28
HD89147,154.22945,-8.91648,6.0,86.0384216499,5310.0,4.45,-0.09
HD63454,114.83589,-78.27744,47.0,267.992220036,0.0,0.0,0.0
Beta-Dor,83.41612,-62.4899,41.0,1988.72251961,0.0,0.0,0.0
HD114613,198.00831,-37.80569,425.0,5172.92102105,6105.0,4.12,-0.04
HD5633,14.33305,-62.24603,8.0,106.559044665,0.0,0.0,0.0
HD109310,188.45497,-23.51652,16.0,634.178208393,0.0,0.0,0.0
HIP4394,14.06776,-65.44488,8.0,98.0323926057,0.0,0.0,0.0
HD95542,165.07657,-66.55723,54.0,308.63130107,5984.0,4.52,-0.04
HD31103,72.91878,-31.56563,44.0,364.827287905,6078.0,4.49,0.09
HIP1993,6.31503,-61.51401,17.0,126.842461345,0.0,0.0,0.0
HIP4691,15.07589,-25.6176,5.0,82.7637601852,0.0,0.0,0.0
HD28254,66.21,-50.62402,27.0,307.638960472,5653.0,4.15,0.36
HD26864,63.17903,-47.56715,6.0,101.046227045,0.0,0.0,0.0
HD177730,286.58735,-10.71809,4.0,68.9340989642,0.0,0.0,0.0
CS-22948-0027,324.4395,-39.45623,6.0,46.0597438117,0.0,0.0,0.0
HD19994,48.19114,-1.19342,432.0,4052.54256116,5715.0,4.44,-0.09
HD14745,35.22365,-52.96379,27.0,370.602482453,6290.0,4.72,-0.14
HR-3462,130.56925,-48.09927,22.0,1065.67888222,0.0,0.0,0.0
HIP39470,121.00952,-35.27559,30.0,164.547470354,4571.0,4.4,-0.39
HD66039,119.99669,-41.70387,6.0,194.331109193,6149.0,4.52,0.17
BD+032316,151.73261,2.96232,2.0,42.7113568035,0.0,0.0,0.0
HD222582,355.46083,-5.98283,27.0,785.578799358,5364.0,4.05,-0.1
HD 165341B,271.36583,2.49176,3.0,480.875347673,0.0,0.0,0.0
HD136352,230.44099,-48.32043,583.0,5055.46367112,4896.0,4.55,-1.42
HD242780,80.10469,11.60738,8.0,135.488265175,0.0,0.0,0.0
HD29428,69.0614,-39.41484,11.0,128.09754096,5743.0,4.48,-0.06
HD68287,122.89069,-6.0164,8.0,216.48221636,6318.0,4.63,0.06
HD108147,186.44634,-64.02213,17.0,638.717003062,5977.0,4.27,0.12
HD202206,318.7355,-20.78615,66.0,997.303599713,5151.0,3.84,-0.12
HD186061,296.21809,-52.33506,1.0,73.4,0.0,0.0,0.0
HD15008,35.44104,-68.65944,5.0,721.616858173,0.0,0.0,0.0
HD14000,33.9535,-15.89165,2.0,67.8457810037,0.0,0.0,0.0
AA-Tau,68.72167,24.47787,23.0,66.5420919419,0.0,0.0,0.0
HD88474,152.29712,-70.36623,18.0,288.89555206,0.0,0.0,0.0
HD84075,144.0642,-78.34357,11.0,248.608728728,0.0,0.0,0.0
X-Sgr,266.89142,-27.83271,28.0,1446.90200083,0.0,0.0,0.0
J162848-41,247.18924,-41.87942,2.0,5.66480361531,0.0,0.0,0.0
HD101930,175.87088,-58.00974,72.0,884.993564948,0.0,0.0,0.0
HD-53116,105.94603,-1.0991,23.0,454.667449902,0.0,0.0,0.0
HIP34785,108.02167,-24.89285,17.0,126.669609615,0.0,0.0,0.0
HD101900,175.88573,-39.68388,2.0,56.5650952443,0.0,0.0,0.0
BD+08456,45.01112,9.17653,2.0,52.1943483531,0.0,0.0,0.0
RZ-Vel,129.25357,-44.11547,11.0,425.304996444,0.0,0.0,0.0
BD-061339,88.24961,-5.99271,121.0,394.121656345,0.0,0.0,0.0
HD102438,176.81662,-30.28647,100.0,2013.45684831,5189.0,4.68,-0.32
HD61051,113.98302,-32.84114,64.0,336.052659564,5363.0,4.37,-0.1
HD10008,24.39556,-6.75825,18.0,427.374589792,0.0,0.0,0.0
HD108341,186.88638,-71.42305,37.0,244.148643248,5122.0,4.45,0.04
V819-Tau,64.8514,28.43462,1.0,17.6,0.0,0.0,0.0
HD45665,96.83442,-33.11384,8.0,118.237472909,0.0,0.0,0.0
HD185615,295.30508,-32.87688,22.0,546.736344137,0.0,0.0,0.0
HD114747,198.22639,-30.71239,39.0,761.845213938,0.0,0.0,0.0
Gl588,233.05077,-41.27765,282.0,633.644474449,0.0,0.0,0.0
HD88725,153.53391,3.1491,113.0,1380.73854875,4958.0,4.56,0.04
HD19230,45.9871,-45.4356,47.0,260.153185643,5254.0,4.63,-0.57
BD-025958,351.76968,-1.28392,2.0,44.2986455775,0.0,0.0,0.0
BD-136483,358.74717,-12.96196,4.0,85.0570984692,0.0,0.0,0.0
HD168871,276.13635,-49.65282,124.0,1678.43735063,5385.0,4.51,0.17
HD240648,76.57252,17.81383,8.0,122.596533393,0.0,0.0,0.0
HIP38324,117.76565,-50.30497,16.0,129.851530603,4615.0,4.39,-0.3
HIP44785,136.91463,-25.2613,3.0,59.663221502,0.0,0.0,0.0
GJ1236,290.50414,7.03746,12.0,27.9444091009,0.0,0.0,0.0
HD16120,38.60822,-33.84711,2.0,50.4167630853,0.0,0.0,0.0
HR6998,279.72203,-21.05267,74.0,1598.07660955,5580.0,4.25,0.03
HD162396,268.21645,-41.99713,66.0,1427.12606311,0.0,0.0,0.0
BD-042639,142.39736,-5.373,8.0,89.8354607046,0.0,0.0,0.0
HD32804,75.96823,-40.60858,12.0,206.65369583,5910.0,4.53,0.06
HD212943,336.96143,4.69159,4.0,282.779330928,0.0,0.0,0.0
HD136894,231.00727,-27.30837,39.0,1095.32837086,0.0,0.0,0.0
HD221550,353.33107,-47.30017,21.0,169.185962775,0.0,0.0,0.0
HD5388,13.79374,-47.40411,17.0,386.923416195,6311.0,4.24,-0.28
HD21161,51.10169,-15.65598,7.0,134.608915009,5923.0,4.24,0.09
HIP48502,148.36856,-31.75245,1.0,25.0,0.0,0.0,0.0
R-TrA,229.93708,-66.49525,14.0,676.495432357,0.0,0.0,0.0
HD164233,271.8676,-73.09642,19.0,187.93991061,0.0,0.0,0.0
HD66340,119.95213,-59.21214,32.0,229.996826065,5284.0,4.36,0.03
HD216385,343.0999,9.8364,68.0,1430.0126468,0.0,0.0,0.0
CD-662318,294.00679,-66.4079,11.0,151.242090702,0.0,0.0,0.0
BD-202862,140.08697,-20.70531,7.0,252.87663,0.0,0.0,0.0
HD23249,55.80997,-9.76429,129.0,3801.64958406,5065.0,3.79,-0.02
HD98284,169.49426,-36.5969,30.0,407.519741853,5913.0,4.52,-0.84
HD135379,229.3801,-58.79978,10.0,978.982987595,0.0,0.0,0.0
HD6204,15.73514,-9.8641,43.0,548.121829523,0.0,0.0,0.0
HD127339,217.69832,-8.64776,6.0,82.5309638863,0.0,0.0,0.0
HD121504,209.32158,-56.03999,12.0,505.706802406,0.0,0.0,0.0
HD203608,321.61117,-65.36511,17.0,1017.48604904,0.0,0.0,0.0
HD188228,300.14501,-72.90873,110.0,2651.44344085,0.0,0.0,0.0
RS-Pup,123.26956,-34.57804,15.0,652.222385387,0.0,0.0,0.0
HD124292,213.18946,-3.3207,56.0,1238.99723971,4729.0,5.09,-0.35
HD102200,176.39302,-46.0635,7.0,221.596931387,0.0,0.0,0.0
HD76969A,134.34654,-51.67092,1.0,32.0,0.0,0.0,0.0
HD80632,140.18357,-5.7544,22.0,184.570067996,0.0,0.0,0.0
HD18822,44.85384,-54.25401,3.0,61.2242598975,5272.0,4.43,-0.07
HD213379,337.80541,-23.00201,25.0,357.035796525,0.0,0.0,0.0
