Name, RA, Dec, N_exp, SNR
HD93836,162.35628,-36.26548,4,79.3525046864
GSC8047-0232,28.06015,-52.32637,4,81.4570438943
HIP53559,164.34883,-33.48431,12,143.225835658
HD169830,276.95338,-29.81918,86,1529.02055905
BD-173088,153.03359,-18.61821,5,71.0574415526
HD-32887,76.3637,-22.37293,3,929.152829194
L-Car,146.31932,-62.50914,88,2483.67925465
HD78964B,136.98869,-64.03659,10,139.666388226
HIP45096,137.7956,-55.03286,32,201.397045659
8 LIB,222.67385,-15.9993,32,834.634944152
Gl680,263.80024,-48.68271,39,212.861527759
HD145598,243.53565,-50.78309,41,608.491972009
CPD-71102B,30.98105,-71.25687,2,36.4138709835
HD23079,54.9278,-52.9169,29,965.024642172
HD-82943,143.71057,-12.13061,156,2300.31385033
HD44804,95.48778,-40.88093,33,226.795260092
HD157830,261.83579,-38.05772,67,1074.92944885
HD27036,62.57974,-71.34257,3,62.6147746143
HD16548,39.75119,-8.92733,19,337.096514369
HD104760A,180.94473,-44.1238,8,140.602560432
HD273832,78.20262,-48.52754,7,97.6650398044
HD168159,274.66615,-6.69679,2,113.066219535
HR370,18.7982,-45.5313,15,818.665316231
BD--4-3208,181.81214,-5.73404,13,176.463338969
HIP12147,39.15097,-74.10888,9,94.0757673368
HD6569,16.60706,-14.29554,25,240.384962092
HD188559,299.63888,-54.93675,33,482.451479426
HD81767,141.78797,-16.66201,37,226.448183919
HD181296,290.71273,-54.4235,81,1894.30948897
HD148816,247.61756,4.17685,28,824.983842266
HD36869,83.53633,-15.28254,7,228.83869865
HD134987,228.37241,-25.3101,127,1708.44161153
BD-112763,149.19309,-12.27065,7,106.306914168
HD146233,243.90276,-8.37529,1219,4912.08743204
HD210302,332.53462,-32.54887,879,6356.78130739
HIP7743,24.91846,-46.50774,6,94.4543805231
HD191797,303.45092,-47.61797,37,248.992309118
HD38666,86.49816,-32.30598,49,1443.50370973
HD119638,206.18238,-14.22962,28,1144.12209139
HD205289,323.71191,-20.08387,28,1344.93930718
HD19819,47.09913,-60.17161,20,152.266411267
HD208000,328.57073,-39.94151,7,141.883438075
HD98356,169.66614,-10.12689,8,278.699874417
HD125072,214.76722,-59.38022,79,1496.93415353
HD10278,25.09197,-10.44424,18,297.017272225
HD197823,311.81849,-35.15418,23,569.453281666
HD107094,184.73547,-45.88218,85,585.438673133
HD-101065,174.40932,-46.71021,47,745.362656698
HR6416,259.76712,-46.63563,82,1550.60258287
HD89147,154.22945,-8.91648,6,86.0384216499
HD63454,114.83589,-78.27744,47,267.992220036
Beta-Dor,83.41612,-62.4899,41,1988.72251961
HD114613,198.00831,-37.80569,425,5172.92102105
HD5633,14.33305,-62.24603,8,106.559044665
HD109310,188.45497,-23.51652,16,634.178208393
HIP4394,14.06776,-65.44488,8,98.0323926057
HD95542,165.07657,-66.55723,54,308.63130107
HD31103,72.91878,-31.56563,44,364.827287905
HIP1993,6.31503,-61.51401,17,126.842461345
HIP4691,15.07589,-25.6176,5,82.7637601852
HD28254,66.21,-50.62402,27,307.638960472
HD26864,63.17903,-47.56715,6,101.046227045
HD177730,286.58735,-10.71809,4,68.9340989642
CS-22948-0027,324.4395,-39.45623,6,46.0597438117
HD19994,48.19114,-1.19342,432,4052.54256116
HD14745,35.22365,-52.96379,27,370.602482453
HR-3462,130.56925,-48.09927,22,1065.67888222
HIP39470,121.00952,-35.27559,30,164.547470354
HD66039,119.99669,-41.70387,6,194.331109193
BD+032316,151.73261,2.96232,2,42.7113568035
HD222582,355.46083,-5.98283,27,785.578799358
HD 165341B,271.36583,2.49176,3,480.875347673
HD136352,230.44099,-48.32043,583,5055.46367112
HD242780,80.10469,11.60738,8,135.488265175
HD29428,69.0614,-39.41484,11,128.09754096
HD68287,122.89069,-6.0164,8,216.48221636
HD108147,186.44634,-64.02213,17,638.717003062
HD202206,318.7355,-20.78615,66,997.303599713
HD186061,296.21809,-52.33506,1,73.4
HD15008,35.44104,-68.65944,5,721.616858173
HD14000,33.9535,-15.89165,2,67.8457810037
AA-Tau,68.72167,24.47787,23,66.5420919419
HD88474,152.29712,-70.36623,18,288.89555206
HD84075,144.0642,-78.34357,11,248.608728728
X-Sgr,266.89142,-27.83271,28,1446.90200083
J162848-41,247.18924,-41.87942,2,5.66480361531
HD101930,175.87088,-58.00974,72,884.993564948
HD-53116,105.94603,-1.0991,23,454.667449902
HIP34785,108.02167,-24.89285,17,126.669609615
HD101900,175.88573,-39.68388,2,56.5650952443
BD+08456,45.01112,9.17653,2,52.1943483531
RZ-Vel,129.25357,-44.11547,11,425.304996444
BD-061339,88.24961,-5.99271,121,394.121656345
HD102438,176.81662,-30.28647,100,2013.45684831
HD61051,113.98302,-32.84114,64,336.052659564
HD10008,24.39556,-6.75825,18,427.374589792
HD108341,186.88638,-71.42305,37,244.148643248
V819-Tau,64.8514,28.43462,1,17.6
HD45665,96.83442,-33.11384,8,118.237472909
HD185615,295.30508,-32.87688,22,546.736344137
HD114747,198.22639,-30.71239,39,761.845213938
Gl588,233.05077,-41.27765,282,633.644474449
HD88725,153.53391,3.1491,113,1380.73854875
HD19230,45.9871,-45.4356,47,260.153185643
BD-025958,351.76968,-1.28392,2,44.2986455775
BD-136483,358.74717,-12.96196,4,85.0570984692
HD168871,276.13635,-49.65282,124,1678.43735063
HD240648,76.57252,17.81383,8,122.596533393
HIP38324,117.76565,-50.30497,16,129.851530603
HIP44785,136.91463,-25.2613,3,59.663221502
GJ1236,290.50414,7.03746,12,27.9444091009
HD16120,38.60822,-33.84711,2,50.4167630853
HR6998,279.72203,-21.05267,74,1598.07660955
HD162396,268.21645,-41.99713,66,1427.12606311
BD-042639,142.39736,-5.373,8,89.8354607046
HD32804,75.96823,-40.60858,12,206.65369583
HD212943,336.96143,4.69159,4,282.779330928
HD136894,231.00727,-27.30837,39,1095.32837086
HD221550,353.33107,-47.30017,21,169.185962775
HD5388,13.79374,-47.40411,17,386.923416195
HD21161,51.10169,-15.65598,7,134.608915009
HIP48502,148.36856,-31.75245,1,25.0
R-TrA,229.93708,-66.49525,14,676.495432357
HD164233,271.8676,-73.09642,19,187.93991061
HD66340,119.95213,-59.21214,32,229.996826065
HD216385,343.0999,9.8364,68,1430.0126468
CD-662318,294.00679,-66.4079,11,151.242090702
BD-202862,140.08697,-20.70531,7,252.87663
HD23249,55.80997,-9.76429,129,3801.64958406
HD98284,169.49426,-36.5969,30,407.519741853
HD135379,229.3801,-58.79978,10,978.982987595
HD6204,15.73514,-9.8641,43,548.121829523
HD127339,217.69832,-8.64776,6,82.5309638863
HD121504,209.32158,-56.03999,12,505.706802406
HD203608,321.61117,-65.36511,17,1017.48604904
HD188228,300.14501,-72.90873,110,2651.44344085
RS-Pup,123.26956,-34.57804,15,652.222385387
HD124292,213.18946,-3.3207,56,1238.99723971
HD102200,176.39302,-46.0635,7,221.596931387
HD76969A,134.34654,-51.67092,1,32.0
HD80632,140.18357,-5.7544,22,184.570067996
HD18822,44.85384,-54.25401,3,61.2242598975
HD213379,337.80541,-23.00201,25,357.035796525
HD203384,320.47274,-4.17586,21,554.485004306
HD152391,253.24655,-0.02867,117,1342.40127756
HD330075,237.40655,-49.96288,48,325.063316909
HR7950,311.91817,-9.49719,8,1400.13256515
BD-082823,150.19975,-9.51701,118,400.750633187
BD-093070,156.29377,-10.22872,64,298.312922952
HD65114,118.69782,-49.83715,15,151.592381075
BD+141876,125.22562,14.06648,3,52.5416025641
HD213398,337.87384,-32.34617,18,850.102587927
HD172555,281.36206,-64.86969,125,2940.41617293
HIP17346,55.68429,-24.46886,23,195.887237971
HD24048,57.00541,-44.20147,2,56.8626415144
Y-Oph,268.16002,-6.14384,8,351.653679065
Sun-sky,353.23407,-30.00048,1,370.6
HD13423,32.51934,-43.81546,4,241.489420058
HD153234,255.05367,-44.99137,1,145.8
CD-4014765B,336.0248,-39.71877,33,277.447058013
HIP26013,83.27057,-26.72536,52,284.978209693
HD123265,211.67256,-5.51879,41,621.188481864
HIP5158,16.50776,-22.45576,67,299.457426022
HIP57688,177.46704,-42.96087,2,70.6611633077
HD131653,223.77989,-9.098,91,455.38676968
HD145344,246.84252,-83.48,11,299.918138831
HD287201,73.74353,11.93923,3,80.4282288752
HD159492,264.52287,-54.49978,36,1441.0578198
GJ1224,271.88685,-15.9647,9,13.6425804011
HD2247,6.5472,-21.55217,5,98.6755288813
HD123319,212.08636,-53.9277,29,186.083072847
HD93083,161.08673,-33.57711,117,1035.38227723
HD89124,153.43577,-71.57751,2,56.1530052624
HD223782,358.16923,-5.99602,2,45.5692879031
HD210277,332.37142,-7.5469,41,1252.36269108
CD-87102,320.7264,-87.04367,4,47.9026095323
HR1217,4.10021,-35.31147,2,60.548905853
HD3003,8.18502,-63.03235,67,1947.7956592
HD304043,168.99575,-57.5456,46,108.731550159
HR4963,197.48476,-5.54387,12,1080.74434997
BD-226219,358.69086,-21.77152,3,46.0073907106
CPD-64120,18.31183,-64.19443,5,117.007093802
HD93351,161.67729,-1.68847,33,332.899594473
HD96116,166.06129,-57.76493,32,438.999043279
HD72928,128.75335,-16.08646,2,44.8949885845
HD67200,120.38362,-70.02365,9,139.105140092
HD125184,214.50363,-7.54252,178,2368.97545154
HD84627B,146.26576,-49.48617,15,195.512301403
HD245409,84.12723,11.32562,13,139.050494426
HD120362,208.43591,-78.41356,6,69.901573659
HD90812,157.1815,-27.36733,29,492.253308775
HD190984,302.8768,-64.61916,59,641.828287005
BD+17235,24.55783,17.82747,5,79.6252472524
HD200538,316.27043,-32.82298,36,484.18925019
HD131183,223.15425,-25.45517,21,247.59725362
HD104263,180.11545,-4.54876,30,687.433836816
HD203413,321.05734,-58.69169,4,172.974275544
HIP54418,167.02718,-28.26843,14,795.312410314
HD197692,311.52163,-25.27017,33,1580.35205255
HD195302,307.91629,-35.52642,3,122.467097622
HD90422,156.37431,-45.18381,53,900.489600162
HD45088,96.54178,18.75423,8,332.704568649
HD62364,113.91511,-75.54451,24,370.470039274
BD-155584B,303.34198,-15.42963,20,373.487001112
HD92719,160.55584,-13.78948,88,1653.93284326
HD28192,66.70246,-1.72525,8,120.938207362
HD219834,349.77802,-13.46123,77,1595.33796106
G141-29,280.68788,13.90407,5,13.4324234597
HD93932,162.60685,-15.10456,7,149.1808969
HD105575,182.33795,-27.98303,7,89.7774470566
SAO154153,125.39733,-15.42881,13,247.926460871
HD114853,198.46839,-45.18591,91,1717.96919064
HD203387,320.56012,-16.8319,2,418.97477251
Gl682,264.26484,-44.32024,21,105.556477774
HD72374,127.28257,-61.87378,9,136.16317417
HD100777,173.96492,-4.75653,36,298.847168298
HD192961,304.90336,-46.42799,48,527.173766419
HD13217,32.14988,-26.29879,2,61.7059154377
Gl686,264.47299,18.59224,20,186.805219413
HD19423,46.22987,-57.1676,10,148.3028995
CPD-5211628,302.42839,-52.19039,24,437.487268386
HD205294,323.8014,-34.33225,19,431.275538374
HD199288,314.41546,-44.12934,152,2368.40635238
HD89839,155.17291,-53.66503,101,400.645529115
HD2768,7.69381,-56.59317,16,185.251207823
HD93745,162.25329,-31.05934,5,126.307363206
HIP113596,345.10405,-53.22753,6,82.8141292293
HD85725,148.24238,-27.33171,32,719.765170038
HD168769,275.82997,-39.51843,21,219.567074034
CPD-52551,70.13133,-51.8829,1,24.8
HD297396,139.19906,-49.30218,94,337.694358851
HD285252,58.77558,16.99611,4,102.990048063
HD100508,173.3056,-67.0549,32,789.586391727
HD109200,188.38296,-68.75542,787,3790.11443231
HD118466,204.45554,-35.44951,16,170.419277079
HIP61563,189.20835,-76.95561,7,52.9219236234
HD10261,25.18181,15.61771,2,50.185754951
BECet,5.71499,-12.21178,10,462.657021994
HD1581,5.01799,-64.87171,1330,10000.8113661
HD26887,63.71469,-5.39784,39,522.138487377
HD200143,315.67027,-34.81318,29,193.659933905
HD84273,145.83316,-29.80412,35,348.242315062
HD183783,293.12534,-35.45196,40,487.741724686
HD77338,135.29995,-25.52727,47,524.07271442
BD-142469,124.68595,-15.20263,7,74.1275252521
HD95406,165.0872,-32.78019,5,89.8084071788
BD-110192,15.59713,-10.42352,5,70.0940796359
HD69247,123.93848,-10.44904,11,131.722701157
HD43180,93.16921,-43.62927,10,119.118596365
HD138549,233.46815,-31.0201,23,616.927637572
HD221287,352.83232,-58.21091,16,311.443847266
HD56380,108.50688,-51.46934,67,338.154639182
HD223272,357.06198,-19.07291,15,135.186685735
HD19668,47.42437,-9.57885,20,410.613747943
HD1979,5.98402,-14.34649,23,216.100161962
HIP109421,332.5349,-42.90135,4,58.2370157202
HD134606,228.79339,-70.52279,281,2648.49490843
HD132683,225.17845,-11.13571,5,65.2463025772
HD206172,325.11453,-2.01939,21,422.044938366
HD114386,197.66599,-35.0554,17,368.138683107
HD87320,150.90707,-29.04438,5,114.279044448
HD41761,90.99731,-54.13398,2,51.913967292
HD166724,273.49789,-42.5746,55,519.726899439
HD74957,131.10104,-57.76942,34,333.649516709
HIP109149,331.64606,-34.40637,20,145.22912931
HD18083,43.31918,-34.48998,6,88.5084741706
Gl413.1,167.37785,-24.60071,18,151.658563886
GJ570A,224.36901,-21.41938,353,1294.17846528
BD-092535,127.41841,-9.9768,15,130.019613905
HIP18918,60.82638,-22.8154,37,202.608810272
HD112540,197.02454,-87.22081,8,229.09146645
HD-50304,102.9199,-23.80197,22,517.489874297
HD114783,198.17893,-2.26834,41,905.633005141
BD+10303B,33.9197,10.76905,6,99.951488233
HD75288,131.99142,-35.72728,2,53.8743909478
HD291763,97.84652,-1.57215,5,74.456094445
HD108935,187.82417,-43.38454,10,167.927335476
HD27536,65.15859,-6.24557,116,2384.98142341
HD116920,201.76162,-24.29101,14,348.753752668
HD109423,188.70347,-41.23502,58,2075.66887292
HD18134,42.97328,-61.6188,7,231.987456557
HD90722,157.05862,-16.28873,19,224.849638648
HD89965,155.59773,-28.84877,30,232.129769741
HD62849,115.85238,-52.51073,16,214.826022632
HD46384,95.47481,-78.71472,2,42.9470604349
HD91267,157.7892,-53.2579,44,1551.63419658
HD115674,200.73872,-81.31107,39,752.572753958
HD200349,316.38304,-59.13824,33,194.840935124
HD126793,217.55371,-62.86086,367,1051.68785768
HD93491,161.80512,-27.76393,2,60.6422295105
HD24112,57.19616,-40.40023,18,294.998898303
CS-30314-0067,313.21116,-34.32803,4,61.5446179613
HD187151,297.24985,-14.38543,1,78.6
HD35828,79.52897,-76.90139,2,60.1055737848
HIP35246,109.25287,-59.12324,2,40.6676775831
HD126803,217.26267,-46.74,68,314.760257974
HIP69224,212.58786,-44.98041,8,80.8231402508
HIP58348,179.49109,-51.50054,14,152.605406195
HD196877,310.58009,-52.69958,79,429.278347928
HD52947,105.37056,-37.15978,3,60.0195801385
HD56533,108.28673,-63.34463,12,138.880596197
HD67578,121.85553,-32.00903,16,195.513912548
HD53157,106.03923,5.21223,2,41.5640469637
HD49035,100.60399,-61.22408,46,304.595272452
HD121004,208.48987,-46.53862,27,333.827949699
HD143336,240.25458,-32.30541,5,100.318243605
HD119629,206.36513,-48.79167,8,198.271606641
HIP46933,143.48566,-39.5945,15,113.187808531
HD128571,220.16574,-65.41868,32,606.688017024
HD49983,102.43764,-29.55536,2,59.5195766114
HD71966,127.17906,-40.27673,3,71.0898726965
HD94100,162.92707,-2.46798,2,54.8809620907
HD73583,129.68863,-13.25674,9,101.091542673
HD200989,316.72595,-4.5863,1,36.4
HD27947,66.24439,11.97339,13,142.264893772
BD-213153,161.85612,-22.28739,29,199.576927524
HD54521,107.00952,-27.75704,3,57.8602627025
HD102300,176.61638,-24.97726,6,128.859031503
HD181387,290.07264,0.93508,11,145.952560786
HD100773,173.8127,-60.8944,11,91.2269148881
Gl693,266.63036,-57.32278,163,327.937509291
BD-091261,88.63954,-9.3907,12,121.010536731
HD120467,207.43479,-22.11299,8,104.249172659
HD127124,217.81656,-51.38164,26,189.561784123
HD200505,316.9349,-67.92401,8,137.89147907
HD208068,328.51407,-17.15835,31,313.525756518
HD-11977,28.73637,-67.64785,278,3057.81733267
HD94444,163.35785,-44.41232,12,390.593829956
HD25912,60.91224,-51.93082,15,187.542288564
HD111515,192.43597,1.18669,14,480.88597401
HD68694,122.9326,-44.03429,6,103.475214424
HD188088,298.57317,-23.94417,35,722.723584782
HD117105,202.12713,-27.39213,30,964.210023802
HD76188,132.86825,-61.36331,87,1103.64037621
HD197557,311.42059,-37.60823,8,107.380724527
HD170514,277.5077,-5.36473,1,45.0
BD-153B,1.99115,-14.22862,2,63.6883034787
HIP98764,300.87355,-73.75748,1,51.0
HD212231,335.80976,-25.84537,5,134.491412365
HD101940,175.95831,-35.24858,1,38.0
HD89920,155.45727,-44.51149,25,202.90556917
HD137676,232.32156,-49.95579,51,1057.71016824
Gl674,262.16027,-46.89837,196,645.672889318
HD134440,227.55344,-16.46799,51,368.037647531
HD212728,337.15993,-67.48906,15,659.754370959
HD132648,225.47139,-47.00785,26,672.145810074
HD126681,216.85396,-18.41236,29,354.737635443
HD199190,315.02865,-69.58014,42,954.511267613
HIP31148,98.03852,-27.03381,7,153.236124984
HD-98457,169.84752,-30.33113,36,725.275913015
HD90156,155.98209,-29.64559,147,2292.3809631
HD210329,332.64429,-40.41001,7,90.3311131338
Gl581,229.8615,-7.72286,248,464.541322166
HD112164,193.74386,-44.15284,10,458.258922445
HD64640,118.35514,-35.61895,7,105.849137928
BD-21784,61.64287,-20.85341,39,234.74748135
HD122862,212.11067,-74.85005,52,1484.58313678
HD90936,157.38726,-18.24326,3,106.831877265
S-Cru,193.58833,-58.43435,12,600.499292256
HD124106,212.94295,-12.61194,12,373.104609996
HIP45301,138.49949,-27.51987,10,129.44736382
HD164259,270.11949,-3.68815,32,1380.62296808
HD109684,189.11907,10.72914,26,449.434299982
HD36179,79.00608,-81.07226,7,80.3947759497
HD105004,181.35411,-26.59619,5,112.744312495
Gl555,218.56945,-12.51855,14,71.9232924719
HD147518,246.23465,-51.42863,40,415.907537801
HD6378,16.09971,-25.60326,5,91.4710883285
HD32793,75.40329,-62.09174,2,52.0478625882
HD224685,359.98157,-64.37297,106,1274.9163149
HD90702,156.98057,-21.70148,5,93.3988757962
OGLE-TR-56,269.14748,-29.5412,7,1.94679223339
HD91121,157.71377,-21.22754,15,279.018099771
HD19641,47.10765,-37.85289,43,341.749498902
HD123651,212.51755,-46.2703,50,586.673452612
HD143295,239.92315,-5.08157,2,94.2588457387
HD38385,85.87578,-39.40629,11,584.545216386
Gl754,290.19662,-45.56448,168,113.875370471
HD92547,160.23165,-13.12905,10,275.937909683
HD86652,149.78292,-33.51655,9,136.788340146
HIP7228,23.28683,-24.91413,8,100.749143917
HIP32127,100.64757,-56.44561,29,286.423829316
HD103836,179.31805,-26.14166,2,48.5077313425
RX-Gru,344.56649,-41.83145,11,106.338280972
HD97343,168.00651,-26.13681,77,1640.83231014
HD31613,73.63516,-51.1004,3,67.8158536037
HIP10688,34.3953,-53.98901,20,89.3717516892
HD77462,135.45308,-26.56205,8,429.037166222
HD7515,18.59175,-50.25544,14,158.318160677
HD175989,284.42333,9.70223,2,66.4000753012
HIP61406,188.72574,-47.28861,7,101.265542017
HIP31639,99.31136,-25.36212,6,110.324974507
HD329788,259.85935,-44.08811,6,289.799171841
HD-60435,112.73535,-57.99262,60,601.469026634
HD130989,222.89602,-17.79177,5,212.058105245
HD214759,340.22554,-31.98606,29,789.850561815
HD41327,90.11315,-60.49594,5,84.2279051146
HD111564,192.58367,-30.57866,20,247.925331501
HD42931,92.87385,-41.58002,5,81.6928393435
HD91585,158.48431,-29.53437,2,37.7127299463
HD81700,141.09682,-63.71807,15,160.971829834
HD103891,179.4399,-8.54928,29,459.784351626
HD216435,343.40956,-48.59772,12,785.65467605
HD76735,134.49499,-4.86011,1,82.7
HIP92444,282.5856,-26.92661,7,103.278506961
HD26770A,63.25354,-28.54062,1,36.0
HD90081,155.89393,-12.48675,5,114.12142656
SMC1,12.90321,-71.74986,1,2.0
HD145809,243.41543,-21.40136,32,965.561282364
HD12783,31.32749,0.32065,2,54.1140462357
HD90795,157.15284,-24.3919,4,82.3112386008
HD39891,88.55946,-29.14751,2,153.579458262
Gl667C,259.74727,-34.99706,189,630.208893939
HIP74261,227.6474,-42.97589,3,43.9074025649
HD48115,99.50682,-59.77435,60,312.706859535
HD100334,173.0344,-58.505,2,55.370118295
HD84295,145.19598,-69.62128,7,210.815891242
HIP51073,156.53126,-17.97796,21,98.3415476795
HIP107772,327.49304,-41.24162,23,113.176366791
Gl526,206.43423,14.88915,32,398.275319346
HD176535,285.32852,-13.69371,20,162.839184474
BD-082582,136.68705,-8.80662,25,203.174653931
HIP67126,206.36664,-58.64506,9,97.1702114848
BD+084056,290.42828,9.188,3,57.5219088696
HD24085,56.25822,-70.0248,27,407.765520857
HD3167,8.73893,4.3791,2,53.1746180052
HD96673,166.78375,-61.5946,22,96.5554762818
BD-013612p,284.74326,-1.6417,4,34.967699381
HD18001,43.16969,-31.56144,17,173.916704201
HIP47,0.1397,-56.83588,9,96.7472997039
HD167554,274.37214,-38.45139,23,176.920179742
HD14452,33.40496,-79.01997,5,64.2892681557
HIP33392,104.1802,-60.68734,4,61.9468320417
BD-140184,15.09189,-13.59763,4,69.9273194109
HD134928,228.49358,-41.46436,10,148.613088253
HD120344,207.7024,-62.90504,29,228.352884808
HIP17535,56.31764,-60.91096,2,43.0758633111
HD564,2.46876,-50.2656,76,418.778831843
HIP22921,73.98745,-30.85889,1,39.4
HD96557,166.78567,-32.58832,1,99.4
HD87743B,151.66232,-19.30996,1,26.4
HIP7058,22.74049,-48.87287,7,315.93643348
HD199933,315.57549,-52.29083,2,92.2804963142
SAO196024,84.27113,-39.53952,9,203.163776299
HD3221,8.7119,-61.91748,14,193.178078466
HD-63563,116.73485,-52.34817,27,551.190547814
HD94771,163.97376,-35.11376,60,532.642938562
HD66428,120.87063,-1.16442,25,478.386684597
HIP5114,16.38323,-66.74293,20,145.674706109
CD-2616866,0.04106,-25.32338,4,59.527976616
HD108564,187.08001,-16.9116,55,991.630304095
HD65982,119.90821,-43.29983,5,114.680033136
HD98281,169.59206,-5.06931,84,1589.39211965
HD97783,168.70964,-23.64682,16,346.695875372
HD114561,197.93846,-35.6199,12,131.688230302
HD124364,213.60516,-48.15311,23,574.144912021
HD101339,174.91642,-4.9852,28,241.792638432
NONE,50.00014,-45.0,1,1.8
HIP1696,5.33248,-45.74685,11,84.9891757814
HIP16094,51.83043,-36.26207,7,654.169886192
HD21251,51.3814,-6.69535,4,75.0325262803
